"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Alassane Pléa",14,"FRA","FW","28-156",63,1,0,0,0,1,1,0,0,32,0,1,0,0.4,0.4,0.1,3,0,19,24,79.2,3,12,1,2,0
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Marcus Thuram",10,"FRA","FW","24-007",27,0,0,0,0,1,0,0,0,10,2,0,0,0.6,0.6,0.1,0,0,4,4,100,1,9,2,3,3
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Hannes Wolf",11,"AUT","LW","22-119",71,0,0,0,0,1,1,0,0,40,11,0,2,0,0,0,2,0,12,21,57.1,0,16,2,3,0
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Keanan Bennetts",37,"ENG","LW","22-157",19,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,7,9,77.8,0,8,2,2,2
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Patrick Herrmann",7,"GER","RW","30-182",63,0,0,0,0,1,0,0,0,34,4,2,0,0.1,0.1,0.1,4,1,16,25,64,2,13,1,1,0
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Jonas Hofmann",23,"GER","RW","29-030",27,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0.8,1,0,8,14,57.1,2,6,1,1,0
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Lars Stindl",13,"GER","AM","32-352",90,0,1,0,0,3,1,1,0,45,2,1,1,0.9,0.9,0.4,2,1,28,34,82.4,4,20,0,2,2
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Florian Neuhaus",32,"GER","DM","24-150",89,0,0,0,0,1,1,1,0,48,4,4,2,0,0,0,0,0,25,31,80.6,4,22,2,2,1
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","László Bénes",22,"SVK","DM","23-338",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"Fußball-Bundesliga","2021-08-13","Fußball-Bundesliga (Matchweek 1)","Mönchengladbach","4-2-3-1",1,2.3,"Alassane Pléa · 10&rsquor;","2","0","Bayern Munich","4-2-3-1",1,2.5,"Robert Lewandowski · 42&rsquor;","0","0","https://fbref.com/en/matches/82c5d82c/Monchengladbach-Bayern-Munich-August-13-2021-Bundesliga","Mönchengladbach","Home","Christoph Kramer",6,"GER","DM","30-175",90,0,0,0,0,0,0,0,0,48,4,0,3,0,0,0,1,0,20,36,55.6,3,17,0,2,2
